Matricola,Esame
910353,Scienze alimentari
910353,Scienze Veterinarie
910353,Fisica
910353,Epidemiologia
910353,Diritto Privato
910353,Neuroscienze
910353,Scienze dei Materiali
910353,Machine Learning
861340,Calcolo Numerico
861340,Lettere e Filosofia
861340,Matematica
861340,Fisica
861340,Intelligenza Artificiale
861340,Psicopatologia
861340,Geologia
861340,Diritto Privato
861340,Statistica
861340,Ingegneria Informatica
861340,Epidemiologia
861340,Genetica
861340,Scienze Naturali
861340,Immunologia
861340,Scienze Politiche
861340,Ingegneria Biomedica
186282,Diritto Internazionale
186282,Ingegneria Meccanica
186282,Sociologia
186282,Scienze Veterinarie
186282,Scienze Ambientali
186282,Diritto Pubblico
186282,Lingue Straniere
186282,Chimica
186282,Economia dell'Ambiente
186282,Fisiologia
288608,Astrofisica
288608,Scienze Naturali
288608,Scienza Politica
288608,Biochimica
898529,Programmazione Logica
898529,Filosofia della Scienza
898529,Sociologia
898529,Matematica
898529,Chimica
216267,Diritto Privato
216267,Economia
216267,Epidemiologia
216267,Statistica Sociale
216267,Farmacologia
216267,Scienza Politica
611773,Genetica
611773,Economia
611773,Geografia Economica
611773,Scienze Geografiche
611773,Programmazione Logica
611773,Psicologia
611773,Diritto Privato
611773,Diritto Internazionale
611773,Diritto Pubblico
611773,Storia dell’Arte
170126,Astrofisica
170126,Economia dell'Ambiente
170126,Bioinformatica
170126,Psicologia
170126,Scienze Politiche
170126,Intelligenza Artificiale
170126,Sociologia del Lavoro
170126,Ingegneria Informatica
170126,Lingue Straniere
170126,Diritto Privato
170126,Scienze dei Materiali
170126,Programmazione Logica
170126,Odontoiatria
170126,Statistica Sociale
170126,Diritto Internazionale
170126,Scienze della Comunicazione
262589,Diritto Privato
262589,Ingegneria Civile
262589,Scienze Ambientali
262589,Scienza Politica
262589,Scienze Naturali
262589,Marketing
262589,Economia dell'Ambiente
262589,Biochimica
262589,Matematica
262589,Machine Learning
694184,Astrofisica
694184,Diritto Privato
694184,Fisica
694184,Lettere e Filosofia
694184,Genetica
694184,Scienze della Formazione
898361,Geologia
898361,Statistica
898361,Economia Aziendale
898361,Neuroscienze
898361,Biologia
898361,Diritto Privato
898361,Architettura
898361,Matematica
898361,Bioinformatica
898361,Diritto Pubblico
898361,Scienze dei Materiali
898361,Scienze alimentari
898361,Fisica
898361,Epidemiologia
898361,Ingegneria Meccanica
898361,Diritto Internazionale
898361,Farmacologia
898361,Intelligenza Artificiale
276142,Ingegneria Elettronica
276142,Scienza Politica
276142,Genetica
276142,Psicopatologia
276142,Psicologia
276142,Scienze Politiche
276142,Chimica
276142,Fisica
276142,Sociologia
276142,Ingegneria Informatica
276142,Farmacia
276142,Machine Learning
276142,Informatica
276142,Biochimica
686240,Neuroscienze
686240,Geologia
686240,Epidemiologia
686240,Farmacia
686240,Biochimica
686240,Scienze Ambientali
686240,Matematica
686240,Medicina
686240,Ingegneria Elettronica
686240,Informatica Teorica
397240,Chimica
397240,Ingegneria Civile
397240,Economia dell'Ambiente
397240,Genetica
397240,Scienze Geografiche
492568,Geologia
492568,Storia dell’Arte
492568,Medicina
492568,Sociologia
492568,Biologia
492568,Scienza Politica
492568,Genetica
492568,Economia dell'Ambiente
492568,Chimica
492568,Lettere e Filosofia
492568,Immunologia
492568,Ingegneria Elettronica
492568,Machine Learning
492568,Psicopatologia
691002,Scienze Veterinarie
691002,Farmacologia
691002,Architettura
691002,Economia dell'Ambiente
172899,Odontoiatria
172899,Immunologia
172899,Fisica
172899,Ingegneria Elettronica
172899,Scienze Geografiche
172899,Diritto Internazionale
172899,Machine Learning
172899,Lettere e Filosofia
997728,Lingue Straniere
997728,Psicopatologia
997728,Marketing
997728,Sociologia del Lavoro
997728,Scienze Politiche
997728,Medicina
997728,Biologia
997728,Informatica
997728,Scienze Ambientali
997728,Scienze Veterinarie
997728,Storia dell’Arte
997728,Scienze dei Materiali
997728,Ingegneria Meccanica
997728,Diritto Pubblico
101693,Psicologia
101693,Scienze Veterinarie
101693,Statistica
101693,Sociologia del Lavoro
101693,Intelligenza Artificiale
101693,Scienze Naturali
101693,Diritto Pubblico
988835,Immunologia
988835,Marketing
988835,Psicologia del Lavoro
988835,Statistica
988835,Astrofisica
988835,Bioinformatica
988835,Storia dell’Arte
988835,Machine Learning
988835,Matematica
988835,Ingegneria Informatica
988835,Psicopatologia
988835,Economia
988835,Farmacologia
988835,Scienze Naturali
988835,Scienze Ambientali
988835,Epidemiologia
988835,Neuroscienze
988835,Psicologia
134039,Odontoiatria
134039,Statistica
134039,Ingegneria Informatica
332958,Scienze Naturali
332958,Lingue Straniere
332958,Astrofisica
332958,Sociologia
332958,Ingegneria Elettronica
332958,Fisiologia
332958,Scienze Ambientali
332958,Economia
332958,Geologia
332958,Diritto Pubblico
332958,Scienze Biologiche
749376,Economia Aziendale
749376,Medicina
749376,Immunologia
749376,Scienze alimentari
749376,Ingegneria Biomedica
749376,Geografia Economica
749376,Filosofia della Scienza
749376,Calcolo Numerico
749376,Scienze Naturali
749376,Informatica
749376,Programmazione Logica
749376,Ingegneria Informatica
749376,Intelligenza Artificiale
749376,Chimica
749376,Odontoiatria
137663,Economia
137663,Intelligenza Artificiale
137663,Farmacologia
137663,Psicologia
137663,Diritto Internazionale
137663,Diritto Privato
137663,Scienze Geografiche
137663,Genetica
137663,Epidemiologia
137663,Ingegneria Elettronica
137663,Psicologia del Lavoro
906058,Bioinformatica
906058,Immunologia
906058,Lingue Straniere
906058,Biologia
593193,Sociologia del Lavoro
593193,Diritto Pubblico
593193,Marketing
593193,Scienze Biologiche
593193,Calcolo Numerico
593193,Fisiologia
593193,Programmazione Logica
593193,Scienze dei Materiali
593193,Scienze della Comunicazione
593193,Farmacologia
593193,Ingegneria Civile
593193,Genetica
593193,Geologia
593193,Lingue Straniere
593193,Intelligenza Artificiale
593193,Scienze Politiche
593193,Economia dell'Ambiente
410702,Calcolo Numerico
410702,Sociologia
410702,Machine Learning
410702,Diritto Pubblico
410702,Farmacia
410702,Geologia
410702,Architettura
410702,Diritto Internazionale
410702,Marketing
410702,Astrofisica
410702,Scienze dei Materiali
410702,Genetica
410702,Medicina
410702,Ingegneria Biomedica
410702,Neuroscienze
873769,Architettura
586214,Machine Learning
586214,Scienze della Comunicazione
586214,Genetica
586214,Odontoiatria
586214,Diritto Internazionale
586214,Ingegneria Civile
586214,Calcolo Numerico
586214,Scienze alimentari
586214,Ingegneria Informatica
586214,Scienze Biologiche
446205,Economia
446205,Psicologia del Lavoro
446205,Informatica Teorica
446205,Odontoiatria
446205,Chimica
446205,Immunologia
446205,Geologia
446205,Sociologia
446205,Economia Aziendale
446205,Architettura
929025,Lingue Straniere
929025,Ingegneria Biomedica
929025,Neuroscienze
929025,Scienze della Formazione
929025,Geografia Economica
929025,Architettura
929025,Scienze della Comunicazione
929025,Storia dell’Arte
929025,Lettere e Filosofia
929025,Genetica
929025,Scienze Veterinarie
929025,Marketing
409433,Psicopatologia
409433,Statistica
409433,Ingegneria Informatica
409433,Ingegneria Civile
409433,Sociologia
409433,Lettere e Filosofia
409433,Machine Learning
409433,Scienze Politiche
409433,Bioinformatica
409433,Diritto Internazionale
349689,Ingegneria Civile
349689,Biologia
349689,Scienze della Comunicazione
349689,Lingue Straniere
349689,Informatica Teorica
349689,Geografia Economica
349689,Astrofisica
349689,Psicologia del Lavoro
349689,Filosofia della Scienza
349689,Intelligenza Artificiale
349689,Scienze Politiche
349689,Machine Learning
349689,Lettere e Filosofia
349689,Scienza Politica
349689,Fisiologia
349689,Scienze Veterinarie
349689,Marketing
349689,Ingegneria Elettronica
817807,Diritto Pubblico
817807,Programmazione Logica
817807,Architettura
817807,Scienze alimentari
817807,Intelligenza Artificiale
817807,Sociologia del Lavoro
671160,Ingegneria Elettronica
671160,Epidemiologia
671160,Astrofisica
671160,Scienze della Formazione
671160,Statistica
671160,Lingue Straniere
671160,Scienze Biologiche
671160,Neuroscienze
671160,Storia dell’Arte
671160,Bioinformatica
671160,Diritto Privato
671160,Biochimica
671160,Scienze Geografiche
671160,Intelligenza Artificiale
671160,Farmacia
182154,Neuroscienze
182154,Ingegneria Meccanica
182154,Matematica
182154,Scienze Politiche
182154,Ingegneria Biomedica
182154,Fisiologia
182154,Ingegneria Elettronica
182154,Scienze dei Materiali
182154,Epidemiologia
182154,Economia
182154,Storia dell’Arte
182154,Economia Aziendale
628974,Architettura
628974,Diritto Internazionale
628974,Medicina
628974,Lettere e Filosofia
628974,Fisica
628974,Diritto Privato
628974,Scienze Politiche
628974,Psicopatologia
628974,Psicologia
628974,Statistica
628974,Geografia Economica
628974,Filosofia della Scienza
628974,Ingegneria Meccanica
628974,Neuroscienze
628974,Ingegneria Civile
628974,Fisiologia
628974,Scienze Geografiche
628974,Ingegneria Informatica
629588,Statistica Sociale
629588,Ingegneria Biomedica
629588,Medicina
629588,Scienze Veterinarie
629588,Economia
629588,Filosofia della Scienza
629588,Psicopatologia
629588,Diritto Internazionale
629588,Programmazione Logica
629588,Ingegneria Elettronica
629588,Statistica
629588,Diritto Pubblico
629588,Scienze Ambientali
686065,Chimica
686065,Economia dell'Ambiente
686065,Bioinformatica
686065,Machine Learning
686065,Intelligenza Artificiale
686065,Biologia
686065,Geografia Economica
651981,Machine Learning
651981,Scienze Politiche
651981,Psicologia del Lavoro
643095,Scienze Biologiche
643095,Geografia Economica
643095,Ingegneria Biomedica
878810,Diritto Internazionale
878810,Diritto Privato
878810,Psicopatologia
878810,Ingegneria Meccanica
878810,Genetica
878810,Scienze Naturali
878810,Lettere e Filosofia
630949,Informatica
630949,Ingegneria Informatica
630949,Ingegneria Elettronica
630949,Psicologia
630949,Scienze alimentari
630949,Scienze della Comunicazione
772314,Sociologia del Lavoro
772314,Storia dell’Arte
772314,Immunologia
772314,Filosofia della Scienza
772314,Economia dell'Ambiente
772314,Scienze Ambientali
772314,Scienze Politiche
772314,Scienze alimentari
772314,Fisiologia
772314,Scienze Veterinarie
772314,Scienze dei Materiali
772314,Psicologia del Lavoro
772314,Bioinformatica
772314,Fisica
139235,Statistica Sociale
139235,Fisiologia
139235,Epidemiologia
139235,Lettere e Filosofia
139235,Informatica
139235,Ingegneria Meccanica
905371,Intelligenza Artificiale
905371,Economia Aziendale
216483,Machine Learning
216483,Economia dell'Ambiente
216483,Farmacia
216483,Bioinformatica
216483,Diritto Privato
216483,Diritto Internazionale
216483,Geologia
216483,Programmazione Logica
760792,Farmacia
760792,Storia dell’Arte
760792,Psicologia
760792,Economia dell'Ambiente
760792,Geografia Economica
760792,Neuroscienze
760792,Scienze alimentari
760792,Lettere e Filosofia
760792,Intelligenza Artificiale
760792,Geologia
760792,Medicina
760792,Ingegneria Informatica
431499,Psicologia del Lavoro
431499,Lettere e Filosofia
431499,Diritto Pubblico
431499,Scienze Naturali
431499,Psicopatologia
431499,Intelligenza Artificiale
431499,Geologia
431499,Diritto Privato
431499,Chimica
431499,Farmacia
431499,Scienze Veterinarie
431499,Genetica
431499,Psicologia
431499,Ingegneria Informatica
431499,Scienze alimentari
493569,Biologia
493569,Fisiologia
493569,Medicina
493569,Scienza Politica
493569,Genetica
219764,Scienze Politiche
219764,Ingegneria Elettronica
219764,Sociologia
219764,Bioinformatica
219764,Immunologia
219764,Geografia Economica
219764,Geologia
219764,Scienze della Comunicazione
219764,Calcolo Numerico
219764,Scienze Geografiche
219764,Farmacia
219764,Informatica
219764,Chimica
219764,Fisica
219764,Scienze alimentari
219764,Programmazione Logica
219764,Odontoiatria
532775,Diritto Privato
532775,Marketing
532775,Storia dell’Arte
532775,Ingegneria Meccanica
532775,Farmacologia
532775,Scienze alimentari
532775,Bioinformatica
532775,Scienze Politiche
532775,Epidemiologia
532775,Geologia
532775,Sociologia
532775,Ingegneria Biomedica
532775,Chimica
532775,Filosofia della Scienza
311747,Economia Aziendale
654509,Diritto Internazionale
654509,Odontoiatria
654509,Scienze Politiche
654509,Calcolo Numerico
654509,Biologia
654509,Architettura
654509,Matematica
654509,Farmacia
654509,Filosofia della Scienza
654509,Psicologia del Lavoro
654509,Machine Learning
654509,Neuroscienze
654509,Ingegneria Informatica
654509,Genetica
654509,Lettere e Filosofia
654509,Ingegneria Civile
532295,Psicopatologia
532295,Economia dell'Ambiente
532295,Diritto Pubblico
532295,Biologia
532295,Intelligenza Artificiale
532295,Statistica Sociale
532295,Ingegneria Biomedica
532295,Chimica
532295,Programmazione Logica
532295,Filosofia della Scienza
532295,Ingegneria Informatica
532295,Geologia
532295,Marketing
532295,Fisica
532295,Biochimica
589399,Ingegneria Elettronica
589399,Storia dell’Arte
589399,Psicopatologia
589399,Sociologia
589399,Scienze Veterinarie
589399,Scienze Ambientali
589399,Astrofisica
589399,Lettere e Filosofia
589399,Scienze dei Materiali
589399,Economia dell'Ambiente
589399,Scienze Politiche
589399,Diritto Internazionale
589399,Scienza Politica
589399,Scienze alimentari
589399,Programmazione Logica
589399,Scienze della Comunicazione
817122,Diritto Pubblico
817122,Ingegneria Meccanica
817122,Neuroscienze
817122,Economia dell'Ambiente
817122,Statistica Sociale
817122,Geologia
817122,Scienze della Formazione
817122,Epidemiologia
817122,Statistica
817122,Diritto Privato
817122,Scienze Geografiche
817122,Scienze Veterinarie
817122,Informatica Teorica
817122,Biochimica
817122,Fisiologia
817122,Biologia
817122,Scienze Naturali
817122,Bioinformatica
871105,Geografia Economica
871105,Scienze Ambientali
871105,Ingegneria Biomedica
871105,Epidemiologia
871105,Scienza Politica
871105,Ingegneria Civile
871105,Marketing
871105,Matematica
871105,Diritto Pubblico
871105,Scienze della Formazione
871105,Sociologia
871105,Diritto Privato
871105,Medicina
871105,Ingegneria Informatica
871105,Chimica
871105,Informatica
871105,Psicologia del Lavoro
380867,Geologia
380867,Ingegneria Civile
380867,Epidemiologia
380867,Matematica
380867,Neuroscienze
380867,Scienze Veterinarie
380867,Farmacologia
380867,Diritto Privato
380867,Psicologia del Lavoro
380867,Statistica Sociale
517691,Scienze Politiche
517691,Scienze Biologiche
517691,Ingegneria Elettronica
517691,Programmazione Logica
517691,Matematica
517691,Ingegneria Civile
517691,Psicologia del Lavoro
513663,Neuroscienze
513663,Epidemiologia
513663,Machine Learning
513663,Matematica
513663,Informatica
513663,Architettura
513663,Scienze Veterinarie
513663,Fisica
513663,Diritto Privato
513663,Ingegneria Civile
513663,Scienze della Comunicazione
513663,Scienze alimentari
513663,Scienze dei Materiali
513663,Medicina
513663,Informatica Teorica
513663,Scienze Naturali
301443,Filosofia della Scienza
301443,Ingegneria Meccanica
301443,Calcolo Numerico
301443,Diritto Privato
301443,Scienze Biologiche
301443,Statistica Sociale
301443,Astrofisica
301443,Economia dell'Ambiente
301443,Immunologia
301443,Matematica
704180,Filosofia della Scienza
704180,Psicologia del Lavoro
168466,Economia Aziendale
168466,Economia
168466,Scienze Politiche
168466,Statistica
168466,Sociologia
168466,Biochimica
168466,Geografia Economica
168466,Ingegneria Elettronica
168466,Scienze dei Materiali
168466,Genetica
168466,Psicologia
168466,Diritto Privato
168466,Fisica
168466,Scienze della Formazione
168466,Lingue Straniere
168466,Psicopatologia
168466,Informatica Teorica
796464,Statistica
796464,Diritto Pubblico
796464,Ingegneria Informatica
796464,Fisica
796464,Filosofia della Scienza
566642,Marketing
566642,Scienze alimentari
566642,Sociologia del Lavoro
566642,Diritto Internazionale
751039,Immunologia
751039,Statistica Sociale
751039,Diritto Privato
751039,Scienza Politica
751039,Intelligenza Artificiale
751039,Diritto Internazionale
751039,Geografia Economica
751039,Neuroscienze
751039,Machine Learning
751039,Biochimica
751039,Scienze alimentari
751039,Medicina
751039,Lettere e Filosofia
751039,Scienze Naturali
751039,Ingegneria Informatica
751039,Economia
650957,Fisiologia
650957,Matematica
650957,Biologia
650957,Scienze Geografiche
650957,Chimica
650957,Ingegneria Biomedica
650957,Economia Aziendale
650957,Scienze della Formazione
650957,Geografia Economica
650957,Medicina
650957,Scienze Ambientali
650957,Farmacologia
650957,Statistica Sociale
650957,Diritto Pubblico
650957,Informatica
963915,Scienze Politiche
963915,Biologia
963915,Scienze della Formazione
963915,Psicopatologia
963915,Medicina
455502,Geografia Economica
455502,Ingegneria Elettronica
455502,Scienze Naturali
455502,Scienze Veterinarie
455502,Psicologia
455502,Calcolo Numerico
455502,Psicologia del Lavoro
455502,Diritto Internazionale
455502,Fisica
455502,Farmacia
455502,Scienze della Comunicazione
120477,Neuroscienze
120477,Farmacia
120477,Sociologia del Lavoro
120477,Ingegneria Biomedica
120477,Programmazione Logica
120477,Fisica
120477,Statistica Sociale
120477,Medicina
120477,Scienze Politiche
120477,Psicopatologia
120477,Scienze Ambientali
784343,Diritto Pubblico
784343,Genetica
784343,Ingegneria Biomedica
784343,Ingegneria Elettronica
784343,Lettere e Filosofia
784343,Fisica
784343,Informatica Teorica
784343,Neuroscienze
784343,Scienze Biologiche
841412,Fisiologia
841412,Diritto Pubblico
861450,Scienze della Comunicazione
861450,Epidemiologia
861450,Ingegneria Civile
861450,Ingegneria Elettronica
224074,Scienze Naturali
224074,Farmacologia
224074,Geografia Economica
224074,Ingegneria Meccanica
224074,Scienze della Comunicazione
224074,Storia dell’Arte
224074,Scienze Ambientali
224074,Farmacia
224074,Genetica
224074,Immunologia
224074,Economia
224074,Matematica
224074,Economia dell'Ambiente
224074,Ingegneria Biomedica
468875,Ingegneria Elettronica
468875,Intelligenza Artificiale
468875,Fisica
468875,Scienze Politiche
265813,Economia
262116,Scienze Biologiche
262116,Lingue Straniere
262116,Diritto Pubblico
262116,Odontoiatria
262116,Epidemiologia
262116,Calcolo Numerico
262116,Ingegneria Biomedica
262116,Filosofia della Scienza
262116,Programmazione Logica
262116,Medicina
262116,Statistica
621393,Epidemiologia
621393,Scienze della Comunicazione
621393,Marketing
621393,Farmacia
746956,Scienze della Formazione
746956,Ingegneria Civile
746956,Farmacia
746956,Ingegneria Meccanica
746956,Scienze alimentari
746956,Filosofia della Scienza
746956,Ingegneria Informatica
746956,Medicina
746956,Diritto Internazionale
746956,Calcolo Numerico
586821,Scienze Biologiche
850763,Programmazione Logica
850763,Scienze della Formazione
850763,Astrofisica
850763,Economia dell'Ambiente
850763,Statistica Sociale
850763,Lettere e Filosofia
850763,Matematica
850763,Lingue Straniere
850763,Geologia
850763,Neuroscienze
850763,Ingegneria Biomedica
638193,Machine Learning
638193,Bioinformatica
638193,Biologia
638193,Economia
638193,Neuroscienze
638193,Farmacologia
638193,Marketing
638193,Lettere e Filosofia
638193,Scienze Politiche
529906,Psicologia
529906,Scienza Politica
529906,Scienze Naturali
529906,Scienze della Formazione
529906,Intelligenza Artificiale
529906,Economia dell'Ambiente
529906,Storia dell’Arte
529906,Economia
529906,Ingegneria Civile
683468,Odontoiatria
683468,Scienze Biologiche
620278,Scienze alimentari
620278,Odontoiatria
620278,Marketing
706368,Epidemiologia
706368,Economia dell'Ambiente
706368,Diritto Privato
706368,Psicologia del Lavoro
706368,Bioinformatica
706368,Biochimica
706368,Matematica
706368,Fisiologia
562141,Architettura
562141,Farmacologia
562141,Scienze alimentari
562141,Lettere e Filosofia
562141,Sociologia del Lavoro
562141,Bioinformatica
562141,Informatica
562141,Fisica
562141,Informatica Teorica
543181,Scienze della Formazione
543181,Neuroscienze
543181,Geologia
543181,Ingegneria Informatica
543181,Farmacia
543181,Scienze della Comunicazione
200032,Neuroscienze
200032,Statistica Sociale
200032,Intelligenza Artificiale
200032,Lettere e Filosofia
200032,Diritto Privato
200032,Ingegneria Civile
200032,Scienze Politiche
200032,Scienze Biologiche
200032,Fisica
200032,Ingegneria Elettronica
200032,Biologia
200032,Economia
200032,Economia Aziendale
200032,Ingegneria Meccanica
557587,Scienze della Formazione
557587,Fisica
557587,Scienze Geografiche
557587,Neuroscienze
557587,Chimica
557587,Informatica
557587,Ingegneria Elettronica
557587,Biologia
557587,Machine Learning
948321,Statistica
948321,Chimica
948321,Lingue Straniere
431400,Medicina
431400,Scienze alimentari
431400,Intelligenza Artificiale
431400,Diritto Pubblico
431400,Genetica
431400,Biologia
431400,Psicopatologia
431400,Informatica
431400,Odontoiatria
431400,Fisica
431400,Neuroscienze
431400,Biochimica
431400,Ingegneria Elettronica
431400,Geologia
431400,Lettere e Filosofia
431400,Programmazione Logica
431400,Sociologia del Lavoro
631521,Intelligenza Artificiale
631521,Marketing
631521,Lingue Straniere
631521,Psicologia
631521,Biochimica
631521,Filosofia della Scienza
631521,Psicopatologia
631521,Scienze Politiche
631521,Scienza Politica
631521,Scienze alimentari
631521,Scienze Veterinarie
631521,Geografia Economica
631521,Ingegneria Civile
631521,Scienze dei Materiali
631521,Medicina
836887,Economia
836887,Sociologia del Lavoro
836887,Ingegneria Elettronica
836887,Scienza Politica
836887,Psicopatologia
836887,Bioinformatica
836887,Ingegneria Civile
836887,Psicologia
836887,Programmazione Logica
836887,Farmacologia
836887,Ingegneria Biomedica
836887,Machine Learning
836887,Architettura
836887,Epidemiologia
836887,Scienze alimentari
836887,Scienze della Formazione
836887,Biochimica
251884,Programmazione Logica
251884,Calcolo Numerico
251884,Informatica Teorica
251884,Scienze alimentari
251884,Scienze Ambientali
251884,Diritto Privato
251884,Informatica
251884,Ingegneria Biomedica
251884,Sociologia del Lavoro
251884,Matematica
251884,Farmacologia
766617,Immunologia
766617,Diritto Privato
766617,Farmacologia
766617,Lettere e Filosofia
766617,Fisiologia
766617,Economia Aziendale
766617,Informatica Teorica
269868,Genetica
269868,Ingegneria Elettronica
269868,Scienze Naturali
269868,Sociologia
269868,Intelligenza Artificiale
269868,Programmazione Logica
269868,Fisica
269868,Informatica Teorica
269868,Economia
410877,Scienze della Comunicazione
410877,Biochimica
410877,Scienze Naturali
410877,Psicologia del Lavoro
410877,Genetica
410877,Scienze dei Materiali
410877,Architettura
410877,Calcolo Numerico
410877,Chimica
410877,Machine Learning
410877,Scienze Veterinarie
410877,Programmazione Logica
410877,Geografia Economica
410877,Ingegneria Informatica
410877,Ingegneria Biomedica
410877,Geologia
240620,Fisica
240620,Biologia
240620,Intelligenza Artificiale
240620,Scienze Ambientali
240620,Genetica
240620,Scienze Biologiche
240620,Bioinformatica
240620,Epidemiologia
240620,Diritto Internazionale
240620,Neuroscienze
917911,Scienze Veterinarie
917911,Psicopatologia
917911,Farmacologia
917911,Statistica
917911,Ingegneria Meccanica
917911,Scienze Biologiche
917911,Lettere e Filosofia
917911,Marketing
917911,Statistica Sociale
917911,Calcolo Numerico
917911,Astrofisica
917911,Farmacia
917911,Scienze Geografiche
917911,Intelligenza Artificiale
917911,Biologia
917911,Neuroscienze
917911,Storia dell’Arte
917911,Biochimica
618800,Scienze dei Materiali
618800,Sociologia del Lavoro
618800,Immunologia
618800,Scienze Ambientali
618800,Psicopatologia
618800,Architettura
618800,Scienze alimentari
618800,Genetica
618800,Sociologia
618800,Psicologia
618800,Fisiologia
618800,Matematica
618800,Geologia
618800,Psicologia del Lavoro
618800,Farmacologia
618800,Filosofia della Scienza
618800,Programmazione Logica
201162,Scienze dei Materiali
201162,Economia Aziendale
201162,Ingegneria Meccanica
201162,Farmacologia
201162,Calcolo Numerico
201162,Sociologia
201162,Diritto Pubblico
201162,Psicologia
201162,Statistica
201162,Scienze della Comunicazione
201162,Genetica
201162,Economia
201162,Storia dell’Arte
201162,Astrofisica
201162,Scienza Politica
201162,Biochimica
201162,Statistica Sociale
201162,Sociologia del Lavoro
386938,Lettere e Filosofia
386938,Diritto Privato
386938,Genetica
386938,Farmacologia
386938,Fisica
386938,Biologia
386938,Sociologia
386938,Machine Learning
386938,Scienze Veterinarie
386938,Chimica
386938,Ingegneria Informatica
386938,Geologia
299569,Medicina
299569,Ingegneria Informatica
299569,Bioinformatica
446454,Sociologia del Lavoro
446454,Neuroscienze
446454,Ingegneria Biomedica
446454,Calcolo Numerico
446454,Scienze Geografiche
446454,Biologia
446454,Ingegneria Civile
446454,Psicologia del Lavoro
446454,Scienze Politiche
446454,Astrofisica
446454,Filosofia della Scienza
446454,Statistica
446454,Lettere e Filosofia
446454,Genetica
446454,Economia
446454,Matematica
446454,Fisica
307147,Economia dell'Ambiente
307147,Marketing
307147,Economia
307147,Scienze Geografiche
307147,Geografia Economica
307147,Lingue Straniere
307147,Biochimica
307147,Calcolo Numerico
307147,Statistica Sociale
307147,Scienze Biologiche
307147,Immunologia
307147,Psicopatologia
193885,Fisica
193885,Statistica
193885,Scienza Politica
193885,Scienze della Comunicazione
193885,Scienze alimentari
193885,Immunologia
193885,Scienze dei Materiali
193885,Psicologia del Lavoro
193885,Geologia
193885,Sociologia
828689,Marketing
828689,Statistica
828689,Sociologia
828689,Machine Learning
828689,Genetica
828689,Fisiologia
828689,Scienze alimentari
828689,Scienze dei Materiali
828689,Calcolo Numerico
828689,Psicopatologia
828689,Farmacia
828689,Diritto Internazionale
828689,Lingue Straniere
828689,Programmazione Logica
828689,Ingegneria Elettronica
828689,Epidemiologia
828689,Psicologia
829263,Scienze Ambientali
829263,Scienze Geografiche
829263,Psicopatologia
829263,Genetica
829263,Biochimica
829263,Ingegneria Biomedica
829263,Intelligenza Artificiale
829263,Scienze della Formazione
829263,Scienze Veterinarie
829263,Matematica
829263,Machine Learning
829263,Statistica
829263,Scienze della Comunicazione
829263,Medicina
829263,Economia Aziendale
829263,Ingegneria Elettronica
829263,Programmazione Logica
829263,Filosofia della Scienza
296843,Psicologia
296843,Informatica
296843,Calcolo Numerico
296843,Scienze della Formazione
296843,Architettura
296843,Scienze Naturali
296843,Geologia
296843,Chimica
348788,Ingegneria Elettronica
348788,Lingue Straniere
348788,Matematica
348788,Architettura
348788,Storia dell’Arte
348788,Ingegneria Informatica
348788,Psicopatologia
348788,Fisica
348788,Bioinformatica
348788,Fisiologia
701761,Diritto Privato
701761,Architettura
701761,Geografia Economica
701761,Diritto Internazionale
189129,Ingegneria Biomedica
189129,Marketing
189129,Scienze della Formazione
189129,Farmacia
189129,Storia dell’Arte
189129,Lettere e Filosofia
189129,Psicologia
189129,Scienze Veterinarie
189129,Programmazione Logica
189129,Genetica
189129,Scienza Politica
189129,Machine Learning
189129,Sociologia del Lavoro
189129,Informatica
189129,Farmacologia
189129,Economia
189129,Statistica Sociale
189129,Ingegneria Civile
905577,Diritto Pubblico
905577,Scienze Politiche
905577,Bioinformatica
905577,Geografia Economica
905577,Genetica
905577,Lettere e Filosofia
905577,Storia dell’Arte
905577,Scienze alimentari
905577,Psicologia del Lavoro
905577,Ingegneria Elettronica
905577,Odontoiatria
905577,Farmacologia
905577,Epidemiologia
905577,Ingegneria Meccanica
905577,Ingegneria Informatica
905577,Filosofia della Scienza
676161,Psicologia
676161,Storia dell’Arte
774310,Biochimica
774310,Filosofia della Scienza
774310,Medicina
774310,Scienze della Comunicazione
774310,Scienze Ambientali
774310,Economia dell'Ambiente
774310,Farmacia
774310,Scienze Biologiche
774310,Storia dell’Arte
774310,Ingegneria Meccanica
774310,Scienze Politiche
774310,Epidemiologia
774310,Statistica Sociale
774310,Bioinformatica
774310,Immunologia
774310,Scienze alimentari
164338,Lingue Straniere
164338,Ingegneria Elettronica
164338,Sociologia del Lavoro
164338,Ingegneria Civile
164338,Astrofisica
164338,Calcolo Numerico
164338,Statistica Sociale
164338,Farmacia
164338,Bioinformatica
164338,Marketing
164338,Scienza Politica
164338,Economia
164338,Biologia
820218,Psicopatologia
820218,Informatica Teorica
820218,Machine Learning
820218,Scienze Biologiche
820218,Geografia Economica
807493,Lingue Straniere
807493,Marketing
807493,Fisica
807493,Scienze dei Materiali
807493,Astrofisica
807493,Scienze Biologiche
807493,Fisiologia
807493,Genetica
807493,Scienze alimentari
807493,Diritto Pubblico
807493,Scienze Naturali
807493,Psicopatologia
807493,Farmacologia
598409,Scienza Politica
598409,Biologia
598409,Scienze della Comunicazione
598409,Immunologia
598409,Programmazione Logica
759468,Sociologia
